id,display_name,category,texture_path,icon_path,source_sheet,source_rect,width,height,footprint,anchor,allowed_surfaces,blocked_surfaces,collision,walkable,can_rotate,review_flags
gb_pot_03_016,?? 016,pots,res://assets/garden_builder/textures/pots/gb_pot_03_016.png,res://assets/garden_builder/icons/gb_pot_03_016.png,03.png,"[128, 164, 72, 83]",72,83,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_017,?? 017,pots,res://assets/garden_builder/textures/pots/gb_pot_03_017.png,res://assets/garden_builder/icons/gb_pot_03_017.png,03.png,"[223, 165, 78, 82]",78,82,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_018,?? 018,pots,res://assets/garden_builder/textures/pots/gb_pot_03_018.png,res://assets/garden_builder/icons/gb_pot_03_018.png,03.png,"[328, 147, 76, 102]",76,102,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_019,?? 019,pots,res://assets/garden_builder/textures/pots/gb_pot_03_019.png,res://assets/garden_builder/icons/gb_pot_03_019.png,03.png,"[431, 152, 76, 97]",76,97,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_020,?? 020,pots,res://assets/garden_builder/textures/pots/gb_pot_03_020.png,res://assets/garden_builder/icons/gb_pot_03_020.png,03.png,"[536, 151, 72, 98]",72,98,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_021,?? 021,pots,res://assets/garden_builder/textures/pots/gb_pot_03_021.png,res://assets/garden_builder/icons/gb_pot_03_021.png,03.png,"[629, 152, 85, 97]",85,97,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_022,?? 022,pots,res://assets/garden_builder/textures/pots/gb_pot_03_022.png,res://assets/garden_builder/icons/gb_pot_03_022.png,03.png,"[733, 147, 92, 102]",92,102,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_023,?? 023,pots,res://assets/garden_builder/textures/pots/gb_pot_03_023.png,res://assets/garden_builder/icons/gb_pot_03_023.png,03.png,"[844, 148, 94, 101]",94,101,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_024,?? 024,pots,res://assets/garden_builder/textures/pots/gb_pot_03_024.png,res://assets/garden_builder/icons/gb_pot_03_024.png,03.png,"[960, 146, 81, 103]",81,103,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_025,?? 025,pots,res://assets/garden_builder/textures/pots/gb_pot_03_025.png,res://assets/garden_builder/icons/gb_pot_03_025.png,03.png,"[1062, 151, 98, 98]",98,98,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_026,?? 026,pots,res://assets/garden_builder/textures/pots/gb_pot_03_026.png,res://assets/garden_builder/icons/gb_pot_03_026.png,03.png,"[1176, 148, 104, 101]",104,101,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_027,?? 027,pots,res://assets/garden_builder/textures/pots/gb_pot_03_027.png,res://assets/garden_builder/icons/gb_pot_03_027.png,03.png,"[1308, 147, 87, 102]",87,102,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_028,?? 028,pots,res://assets/garden_builder/textures/pots/gb_pot_03_028.png,res://assets/garden_builder/icons/gb_pot_03_028.png,03.png,"[29, 271, 84, 110]",84,110,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_029,?? 029,pots,res://assets/garden_builder/textures/pots/gb_pot_03_029.png,res://assets/garden_builder/icons/gb_pot_03_029.png,03.png,"[139, 276, 83, 102]",83,102,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_030,?? 030,pots,res://assets/garden_builder/textures/pots/gb_pot_03_030.png,res://assets/garden_builder/icons/gb_pot_03_030.png,03.png,"[248, 271, 85, 107]",85,107,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_031,?? 031,pots,res://assets/garden_builder/textures/pots/gb_pot_03_031.png,res://assets/garden_builder/icons/gb_pot_03_031.png,03.png,"[359, 271, 83, 107]",83,107,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_032,?? 032,pots,res://assets/garden_builder/textures/pots/gb_pot_03_032.png,res://assets/garden_builder/icons/gb_pot_03_032.png,03.png,"[469, 275, 83, 104]",83,104,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_furniture_03_001,?? 001,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_001.png,res://assets/garden_builder/icons/gb_furniture_03_001.png,03.png,"[574, 263, 85, 121]",85,121,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_pot_03_033,?? 033,pots,res://assets/garden_builder/textures/pots/gb_pot_03_033.png,res://assets/garden_builder/icons/gb_pot_03_033.png,03.png,"[684, 266, 81, 117]",81,117,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_034,?? 034,pots,res://assets/garden_builder/textures/pots/gb_pot_03_034.png,res://assets/garden_builder/icons/gb_pot_03_034.png,03.png,"[793, 267, 82, 116]",82,116,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_035,?? 035,pots,res://assets/garden_builder/textures/pots/gb_pot_03_035.png,res://assets/garden_builder/icons/gb_pot_03_035.png,03.png,"[899, 269, 87, 115]",87,115,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_furniture_03_002,?? 002,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_002.png,res://assets/garden_builder/icons/gb_furniture_03_002.png,03.png,"[1007, 256, 91, 152]",91,152,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_furniture_03_003,?? 003,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_003.png,res://assets/garden_builder/icons/gb_furniture_03_003.png,03.png,"[1120, 256, 98, 154]",98,154,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_furniture_03_004,?? 004,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_004.png,res://assets/garden_builder/icons/gb_furniture_03_004.png,03.png,"[1238, 258, 95, 153]",95,153,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_furniture_03_005,?? 005,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_005.png,res://assets/garden_builder/icons/gb_furniture_03_005.png,03.png,"[1352, 266, 66, 142]",66,142,"[1, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_pot_03_036,?? 036,pots,res://assets/garden_builder/textures/pots/gb_pot_03_036.png,res://assets/garden_builder/icons/gb_pot_03_036.png,03.png,"[28, 405, 90, 119]",90,119,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_037,?? 037,pots,res://assets/garden_builder/textures/pots/gb_pot_03_037.png,res://assets/garden_builder/icons/gb_pot_03_037.png,03.png,"[139, 407, 88, 117]",88,117,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_furniture_03_006,?? 006,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_006.png,res://assets/garden_builder/icons/gb_furniture_03_006.png,03.png,"[246, 403, 90, 121]",90,121,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_007,?? 007,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_007.png,res://assets/garden_builder/icons/gb_furniture_03_007.png,03.png,"[357, 394, 93, 130]",93,130,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_008,?? 008,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_008.png,res://assets/garden_builder/icons/gb_furniture_03_008.png,03.png,"[476, 399, 90, 126]",90,126,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_009,?? 009,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_009.png,res://assets/garden_builder/icons/gb_furniture_03_009.png,03.png,"[586, 405, 97, 160]",97,160,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_furniture_03_010,?? 010,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_010.png,res://assets/garden_builder/icons/gb_furniture_03_010.png,03.png,"[688, 405, 94, 161]",94,161,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_furniture_03_011,?? 011,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_011.png,res://assets/garden_builder/icons/gb_furniture_03_011.png,03.png,"[792, 405, 91, 161]",91,161,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_furniture_03_012,?? 012,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_012.png,res://assets/garden_builder/icons/gb_furniture_03_012.png,03.png,"[898, 399, 101, 163]",101,163,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_furniture_03_013,?? 013,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_013.png,res://assets/garden_builder/icons/gb_furniture_03_013.png,03.png,"[1031, 416, 90, 141]",90,141,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_014,?? 014,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_014.png,res://assets/garden_builder/icons/gb_furniture_03_014.png,03.png,"[1143, 419, 93, 138]",93,138,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_015,?? 015,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_015.png,res://assets/garden_builder/icons/gb_furniture_03_015.png,03.png,"[1250, 431, 84, 126]",84,126,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_pot_03_038,?? 038,pots,res://assets/garden_builder/textures/pots/gb_pot_03_038.png,res://assets/garden_builder/icons/gb_pot_03_038.png,03.png,"[1349, 449, 80, 110]",80,110,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_furniture_03_016,?? 016,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_016.png,res://assets/garden_builder/icons/gb_furniture_03_016.png,03.png,"[21, 536, 97, 114]",97,114,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_017,?? 017,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_017.png,res://assets/garden_builder/icons/gb_furniture_03_017.png,03.png,"[142, 536, 101, 113]",101,113,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_018,?? 018,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_018.png,res://assets/garden_builder/icons/gb_furniture_03_018.png,03.png,"[266, 536, 90, 114]",90,114,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_019,?? 019,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_019.png,res://assets/garden_builder/icons/gb_furniture_03_019.png,03.png,"[377, 536, 90, 114]",90,114,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_pot_03_039,?? 039,pots,res://assets/garden_builder/textures/pots/gb_pot_03_039.png,res://assets/garden_builder/icons/gb_pot_03_039.png,03.png,"[489, 536, 77, 113]",77,113,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_furniture_03_020,?? 020,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_020.png,res://assets/garden_builder/icons/gb_furniture_03_020.png,03.png,"[599, 587, 122, 97]",122,97,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_021,?? 021,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_021.png,res://assets/garden_builder/icons/gb_furniture_03_021.png,03.png,"[739, 589, 121, 95]",121,95,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_022,?? 022,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_022.png,res://assets/garden_builder/icons/gb_furniture_03_022.png,03.png,"[879, 589, 126, 95]",126,95,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_023,?? 023,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_023.png,res://assets/garden_builder/icons/gb_furniture_03_023.png,03.png,"[1027, 590, 103, 94]",103,94,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_024,?? 024,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_024.png,res://assets/garden_builder/icons/gb_furniture_03_024.png,03.png,"[1154, 587, 114, 97]",114,97,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_025,?? 025,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_025.png,res://assets/garden_builder/icons/gb_furniture_03_025.png,03.png,"[1288, 591, 122, 93]",122,93,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_026,?? 026,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_026.png,res://assets/garden_builder/icons/gb_furniture_03_026.png,03.png,"[29, 682, 95, 114]",95,114,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_027,?? 027,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_027.png,res://assets/garden_builder/icons/gb_furniture_03_027.png,03.png,"[152, 682, 91, 113]",91,113,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_028,?? 028,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_028.png,res://assets/garden_builder/icons/gb_furniture_03_028.png,03.png,"[270, 670, 89, 126]",89,126,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_029,?? 029,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_029.png,res://assets/garden_builder/icons/gb_furniture_03_029.png,03.png,"[377, 681, 97, 120]",97,120,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_030,?? 030,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_030.png,res://assets/garden_builder/icons/gb_furniture_03_030.png,03.png,"[496, 684, 93, 117]",93,117,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_031,?? 031,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_031.png,res://assets/garden_builder/icons/gb_furniture_03_031.png,03.png,"[611, 715, 104, 86]",104,86,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_032,?? 032,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_032.png,res://assets/garden_builder/icons/gb_furniture_03_032.png,03.png,"[739, 706, 106, 95]",106,95,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_033,?? 033,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_033.png,res://assets/garden_builder/icons/gb_furniture_03_033.png,03.png,"[866, 711, 110, 90]",110,90,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_034,?? 034,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_034.png,res://assets/garden_builder/icons/gb_furniture_03_034.png,03.png,"[999, 711, 96, 90]",96,90,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_035,?? 035,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_035.png,res://assets/garden_builder/icons/gb_furniture_03_035.png,03.png,"[1121, 706, 88, 100]",88,100,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_036,?? 036,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_036.png,res://assets/garden_builder/icons/gb_furniture_03_036.png,03.png,"[1227, 711, 88, 96]",88,96,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_037,?? 037,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_037.png,res://assets/garden_builder/icons/gb_furniture_03_037.png,03.png,"[1328, 718, 81, 89]",81,89,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_decoration_03_001,?? 001,decorations,res://assets/garden_builder/textures/decorations/gb_decoration_03_001.png,res://assets/garden_builder/icons/gb_decoration_03_001.png,03.png,"[43, 834, 60, 79]",60,79,"[1, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_038,?? 038,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_038.png,res://assets/garden_builder/icons/gb_furniture_03_038.png,03.png,"[278, 812, 135, 216]",135,216,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_furniture_03_039,?? 039,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_039.png,res://assets/garden_builder/icons/gb_furniture_03_039.png,03.png,"[432, 834, 92, 196]",92,196,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_tool_03_001,?? 001,tools,res://assets/garden_builder/textures/tools/gb_tool_03_001.png,res://assets/garden_builder/icons/gb_tool_03_001.png,03.png,"[130, 848, 57, 68]",57,68,"[1, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",False,False,False,[]
gb_decoration_03_002,?? 002,decorations,res://assets/garden_builder/textures/decorations/gb_decoration_03_002.png,res://assets/garden_builder/icons/gb_decoration_03_002.png,03.png,"[209, 840, 63, 76]",63,76,"[1, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_040,?? 040,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_040.png,res://assets/garden_builder/icons/gb_furniture_03_040.png,03.png,"[551, 848, 133, 179]",133,179,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_furniture_03_041,?? 041,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_041.png,res://assets/garden_builder/icons/gb_furniture_03_041.png,03.png,"[711, 856, 120, 125]",120,125,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_furniture_03_042,?? 042,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_042.png,res://assets/garden_builder/icons/gb_furniture_03_042.png,03.png,"[848, 841, 215, 176]",215,176,"[3, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_decoration_03_003,?? 003,decorations,res://assets/garden_builder/textures/decorations/gb_decoration_03_003.png,res://assets/garden_builder/icons/gb_decoration_03_003.png,03.png,"[1156, 850, 111, 88]",111,88,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_tool_03_002,?? 002,tools,res://assets/garden_builder/textures/tools/gb_tool_03_002.png,res://assets/garden_builder/icons/gb_tool_03_002.png,03.png,"[1080, 904, 49, 85]",49,85,"[1, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",False,False,False,[]
gb_tool_03_003,?? 003,tools,res://assets/garden_builder/textures/tools/gb_tool_03_003.png,res://assets/garden_builder/icons/gb_tool_03_003.png,03.png,"[1297, 884, 48, 60]",48,60,"[1, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",False,False,False,[]
gb_furniture_03_043,?? 043,furniture,res://assets/garden_builder/textures/furniture/gb_furniture_03_043.png,res://assets/garden_builder/icons/gb_furniture_03_043.png,03.png,"[37, 943, 128, 83]",128,83,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_decoration_03_004,?? 004,decorations,res://assets/garden_builder/textures/decorations/gb_decoration_03_004.png,res://assets/garden_builder/icons/gb_decoration_03_004.png,03.png,"[186, 938, 79, 88]",79,88,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_decoration_03_005,?? 005,decorations,res://assets/garden_builder/textures/decorations/gb_decoration_03_005.png,res://assets/garden_builder/icons/gb_decoration_03_005.png,03.png,"[1150, 947, 62, 76]",62,76,"[1, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_tool_03_004,?? 004,tools,res://assets/garden_builder/textures/tools/gb_tool_03_004.png,res://assets/garden_builder/icons/gb_tool_03_004.png,03.png,"[1229, 957, 39, 66]",39,66,"[1, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",False,False,False,[]
gb_tool_03_005,?? 005,tools,res://assets/garden_builder/textures/tools/gb_tool_03_005.png,res://assets/garden_builder/icons/gb_tool_03_005.png,03.png,"[1281, 964, 34, 57]",34,57,"[1, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",False,False,False,[]
